bill_id,category_ids,category_labels,bill_type,bill_category,reason
s2140-112,,,,,"The bill focuses on economic development grants and business incubator support in distressed areas, which are general economic policy measures rather than regulations of private employer wage, hour, or benefit obligations."
s1341-115,1.0,Wage Hour & Benefits,enforcement,wage_hour,"The bill amends the Fair Labor Standards Act to prohibit private employers from employing children in tobacco-related agriculture, directly regulating private employer conduct regarding child labor and oppressive working conditions."
s1656-113,1.0,Wage Hour & Benefits,enforcement,wage_hour,"Amends the Fair Labor Standards Act to clarify the definition of 'employee' for volunteers at children's consignment events, directly regulating private employer obligations regarding minimum wage and overtime coverage."
hr4261-113,,,,,"The bill focuses on research administration and advisory committees for Gulf War veterans' health issues within the Department of Veterans Affairs, which is a government agency, and does not impose obligations on private non-governmental employers regarding wages, hours, or benefits."
hr1453-114,,,,,"The bill adjusts Medicare payment rates for ambulatory surgical centers, which constitutes setting government reimbursement rates rather than regulating private employer wage, hour, or benefit obligations."
hr4826-111,,,,,"The bill provides a tax deduction for individual homeowners regarding the sale of their principal residence and mandates actions by government-sponsored enterprises (Fannie Mae/Freddie Mac); it does not regulate private employer wage, hour, or benefit obligations."
s1386-115,1.0,Wage Hour & Benefits,enforcement,wage_hour,"The bill imposes direct obligations on private employers regarding work scheduling practices, including requirements for advance notice, reporting time pay, and split shift pay, which are substantive wage and hour protections."
s169-113,,,,,"The bill primarily addresses immigration policy, visa caps, and STEM education funding, rather than regulating private employer wage, hour, or benefit obligations such as minimum wage, overtime, or ERISA compliance."
sjres32-113,,,,,"The bill concerns the reappointment of a citizen regent to the Smithsonian Institution Board of Regents, which is a matter of government operations and federal appointments, not private employer wage, hour, or benefit obligations."
hr1919-115,,,,,"The bill amends the Internal Revenue Code to clarify identification requirements for the child tax credit, which is a general tax policy measure unrelated to private employer wage, hour, or benefit obligations."
hr1592-114,,,,,"The bill regulates the Bureau of Prisons, a federal government agency, regarding firearm storage for its employees; it does not impose obligations on private, non-governmental employers regarding wages, hours, or benefits."
