bill_id,category_ids,category_labels,bill_type,bill_category,reason
hr5886-113,,,,,"The bill concerns wildlife conservation, ivory trade regulations, and the deployment of federal law enforcement officers; it does not regulate private employer wage, hour, or benefit obligations."
hr205-115,,,,,"The bill regulates food labeling for genetically engineered fish under the FD&C Act, which is a consumer protection and food safety issue, not a private employer wage, hour, or benefit obligation."
hr6330-111,,,,,"The bill adjusts individual income tax rates on dividends and capital gains, which is a matter of personal taxation policy and does not regulate private employer wage, hour, or benefit obligations."
s913-115,,,,,"The bill establishes a federal initiative under the Older Americans Act to coordinate resources for home modifications for older individuals, which is a social welfare program and does not impose obligations on private employers regarding wages, hours, or benefits."
s1095-115,,,,,"The bill concerns the management of wild horses on federal lands and agreements with a nonprofit entity, involving no private employer wage, hour, or benefit obligations."
hr1191-114,,,,,"The bill concerns congressional review of international agreements regarding Iran's nuclear program and sanctions relief, which is a matter of foreign policy and national security, not private employer wage, hour, or benefit obligations."
hr3700-115,,,,,"The bill extends tax-exempt bond authority for school construction and reduces private business contribution requirements for those bonds, which is a general tax and education infrastructure policy rather than a regulation of private employer wage, hour, or benefit obligations."
s1543-113,,,,,"The bill addresses pay for members of the Armed Forces and government civilian/contractor personnel during a funding gap, which involves government employee compensation and military pay rather than private employer wage, hour, or benefit obligations."
sjres56-115,,,,,"The bill nullifies a CFPB rule regarding payday and high-cost installment loans, which relates to consumer credit and financial regulation rather than private employer wage, hour, or benefit obligations under FLSA, ERISA, WARN, or FMLA."
hr6301-114,,,,,"The bill regulates the Department of Defense and other federal agencies regarding the recoupment of bonuses from uniformed service members, which involves government employees rather than private non-governmental employers."
hr4055-112,,,,,"The bill regulates revenue sources for proprietary higher education institutions regarding federal student aid and military/veteran education benefits, which does not involve private employer wage, hour, or benefit obligations under FLSA, ERISA, WARN, or FMLA."
hr4211-116,,,,,"The bill regulates animal welfare and USDA licensing for dealers and exhibitors, which does not involve private employer wage, hour, or benefit obligations."
hr6893-115,,,,,"The bill addresses overtime pay exemptions for U.S. Secret Service officers, who are federal government employees; since the category excludes government agencies and public-sector entities, it does not qualify."
