bill_id,category_id,category_label,reason
hr1039-116,4,Money laundering / financial crime strategy,"The bill focuses on reviewing and streamlining currency transaction reports and suspicious activity reports, which directly relates to anti-money laundering (AML) enforcement and financial crime strategy."
hr3784-114,7,SOX / PCAOB / audit firm oversight,"The bill focuses on improving the regulatory environment for small businesses interacting with the SEC, which falls under the broader scope of audit firm oversight and securities regulation, aligning with the goals of the Sarbanes-Oxley Act and PCAOB's oversight of public company auditors."
hr2550-111,8,Investment company / hedge fund / investment adviser regulation,"The bill regulates municipal financial advisors, which falls under the broader category of investment advisers and their registration requirements."
hr3415-107,19,Corporate bankruptcy: employee and retiree protections,The bill directly addresses employee and retiree protections within corporate bankruptcy proceedings by extending priority claims for compensation and benefits.
s2338-112,4,Money laundering / financial crime strategy,"The bill focuses on preventing and addressing violence against women, including provisions related to fraud offenses and financial crimes, and specifically addresses waste, fraud, and abuse of funds, aligning with the focus on financial crime strategy and anti-money laundering enforcement."
hr2435-113,6,Dodd-Frank reform / implementation,"This bill directly addresses the financial arrangements and repayment terms related to Fannie Mae and Freddie Mac, which were central components of the Dodd-Frank Act's response to the 2008 financial crisis and subsequent government conservatorship, thus constituting a reform/implementation of Dodd-Frank provisions."
s1221-104,7,SOX / PCAOB / audit firm oversight,"The bill includes provisions related to auditing, record-keeping requirements for recipients of funds, and restrictions on attorney-client privilege in the context of federal audits, all of which fall under the scope of SOX/PCAOB/audit firm oversight."
s816-104,4,Money laundering / financial crime strategy,"The bill focuses on crime and law enforcement, including provisions for compensating victims of crime, exchanging information between law enforcement entities, and reforming criminal procedure, all of which fall under the umbrella of financial crime strategy and victim support."
hr5069-114,7,SOX / PCAOB / audit firm oversight,"The bill directly amends the Sarbanes-Oxley Act of 2002 and focuses on audit firm oversight by extending internal control reporting requirements to include cybersecurity systems, which falls under the scope of SOX and PCAOB regulation."
hr775-106,7,SOX / PCAOB / audit firm oversight,"The bill addresses liability and enforcement of contracts related to Y2K failures, which touches upon aspects of business records, evidence, and potentially securities regulation if the failures impacted public companies, aligning with the focus of SOX/PCAOB and audit oversight."
s1363-111,14,Insurance regulation,"The bill directly addresses the regulation of nonadmitted insurance and reinsurance, which falls under the scope of insurance markets and related reforms."
hr4387-113,6,Dodd-Frank reform / implementation,"The bill directly amends the Financial Stability Act of 2010 (which is Dodd-Frank) to improve the Financial Stability Oversight Council, making it a reform/implementation bill related to Dodd-Frank."
s1322-109,4,Money laundering / financial crime strategy,"The bill explicitly addresses money laundering as part of the gang activities it aims to combat, and focuses on financial crime strategy through grants and coordination of anti-gang/anti-drug efforts."
